"Breshad Perriman, Bal",Pit,2nd,3,1,5,9,0,0,0,0,0,0.5,3000,0.17,Sun 1:00,,,,,,,,,,,,,
"Walter Powell, Buf",@Atl,15th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Brian Quick, Was",@KC,24th,2,1,11,1,0,0,0,0,0,1.1,3000,0.35,Mon 8:30,,,,,,,,,,,,,
"Bernard Reedy, TB",NYG,4th,2,1,6,1,0,3,0,0,0,0.9,3000,0.32,Sun 4:05,,,,,,,,,,,,,
"Josh Reynolds, LA",@Dal,26th,3,1,28,1,0,0,0,0,0,1.3,3000,0.42,Sun 1:00,,,,,,,,,,,,,
"Andre Roberts, Atl",Buf,9th,3,1,12,2,0,0,0,0,0,0.7,3000,0.24,Sun 1:00,,,,,,,,,,,,,
"Aldrick Robinson, SF",@Ari,28th,3,3,30,6,0,0,0,0,0,2,3000,0.67,Sun 4:05,,,,,,,,,,,,,
"Demarcus Robinson, KC",Was,3rd,3,2,9,2,0,0,0,0,0,1,3000,0.32,Mon 8:30,,,,,,,,,,,,,
"Chester Rogers, Ind",@Sea,10th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 8:30,,,,,,,,,,,,,
"Rashawn Scott, Mia",NO,21st,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 9:30,,,,,,,,,,,,,
"Matt Slater, NE",Car,6th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"JuJu Smith-Schuster, Pit",@Bal,5th,3,5,55,10,1,0,0,0,0,5.5,3000,1.83,Sun 1:00,,,,,,,,,,,,,
"ArDarius Stewart, NYJ",Jax,1st,3,3,34,6,0,0,0,0,0,2.1,3000,0.71,Sun 1:00,,,,,,,,,,,,,
"Ryan Switzer, Dal",LA,7th,3,0,0,0,0,3,0,0,0,0.1,3000,0.03,Sun 1:00,,,,,,,,,,,,,
"Brandon Tate, Buf",@Atl,15th,2,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Jordan Taylor, Den",Oak,14th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 4:25,,,,,,,,,,,,,
"De'Anthony Thomas, KC",Was,3rd,3,2,12,2,0,4,0,0,0,1.2,3000,0.4,Mon 8:30,,,,,,,,,,,,,
"Mike Thomas, LA",@Dal,26th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Eric Weems, Ten",@Hou,18th,3,0,0,1,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Lucky Whitehead, NYJ",Jax,1st,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Chad Williams, Ari",SF,23rd,2,2,23,3,0,0,0,0,0,2.1,3000,0.72,Sun 4:05,,,,,,,,,,,,,
"Kasen Williams, Cle",Cin,8th,2,1,10,4,0,0,0,0,0,1,3000,0.33,Sun 1:00,,,,,,,,,,,,,
"Nick Williams, Atl",Buf,9th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"James Wright, Cle",Cin,8th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Jarius Wright, Min",Det,17th,3,4,39,7,1,0,0,0,0,4.6,3000,1.54,Sun 1:00,,,,,,,,,,,,,
